distance_sq, {'meter': 2.0}
dt, {'second': 1.0}
angle, {'radian': 1.0}
totalTime, {'second': 1.0}
current_dist, {'meter': 1.0}
yaw, {'radian': 1.0}
retval.theta, {'radian': 1.0}
x_des, {'meter': 1.0}
motor_command_.force, {'second': -2.0, 'meter': 2.0, 'kilogram': 1.0}
yaw, {'radian': 1.0}
yaw, {'radian': 1.0}
freq, {'second': -1.0}
drz, {'meter': 1.0}
range_max_, {'meter': 1.0}
pitch*, {'radian': 1.0}
last_goal_starting_time_, {'second': 1.0}
y, {'meter': 1.0}
ros_dt, {'second': 1.0}
min_disparity, {'meter': 1.0}
v1, {'second': -1.0}
x1, {'meter': 1.0}
bcy, {'meter': 1.0}
pitch, {'radian': 1.0}
y, {'meter': 1.0}
angle, {'radian': 1.0}
th1, {'radian': 1.0}
B, {'second': -1.0}
posx, {'meter': 1.0}
pub_msg.clock, {'second': 1.0}
roll, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
up_down, {'second': -1.0, 'meter': 1.0}
signal, {'second': -1.0}
qi, {'second': 1.0}
fAngle, {'radian': 1.0}
theta, {'radian': 1.0}
x, {'meter': 1.0}
e3, {'second': -1.0}
psi_des, {'radian': 1.0}
phi, {'radian': 1.0}
dtSys, {'second': 1.0}
a, {'radian': 1.0}
rotation, {'radian': 1.0}
start.velocity.linear.x, {'second': -1.0, 'meter': 1.0}
last_hit, {'second': 1.0}
delta_t, {'second': 1.0}
lwheel_vtarget.data, {'second': -1.0, 'meter': 1.0}
rotate_srv.request.dtheta_rad, {'radian': 1.0}
vel_y_, {'second': -1.0, 'meter': 1.0}
R.header.stamp, {'second': 1.0}
delta, {'second': 1.0}
leftFootFT, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
delta_z, {'meter': 1.0}
vel, {'second': -1.0}
p, {'meter': 1.0}
yaw, {'radian': 1.0}
b, {'meter': 1.0}
y_angle, {'radian': 1.0}
tsim, {'second': 1.0}
position_tf, {'meter': 1.0}
yaw, {'radian': 1.0}
tf::Vector3&curOrigin, {'meter': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
c, {'radian': 1.0}
look_ahead_th, {'second': -1.0, 'meter': 1.0}
des_state_vel_, {'second': -1.0, 'meter': 1.0}
max_y, {'meter': 1.0}
tg_vector, {'meter': 1.0}
m_pose.theta, {'radian': 1.0}
pose_y, {'meter': 1.0}
last_total_time, {'second': 1.0}
angular_velocity_error, {'second': -1.0}
delta.v, {'radian': 1.0}
right_z_tmp, {'meter': 1.0}
error_x, {'meter': 1.0}
prev_time, {'second': 1.0}
y_disp, {'meter': 1.0}
trans, {'meter': 1.0}
origin, {'meter': 1.0}
z, {'meter': 1.0}
rot_, {'second': -1.0}
deltaY, {'meter': 1.0}
tgt_yaw_angle, {'radian': 1.0}
constant, {'meter': 1.0}
vr1, {'second': -1.0}
secs, {'second': 1.0}
m, {'quaternion': 1.0}
gapDistance, {'meter': 1.0}
current_pos_x, {'meter': 1.0}
r, {'meter': 1.0}
out_x_r, {'meter': 1.0}
range_min, {'meter': 1.0}
twist_x_, {'second': -1.0, 'meter': 1.0}
q4, {'radian': 1.0}
rx, {'radian': 1.0}
delta_x, {'meter': 1.0}
time_dif, {'second': 1.0}
navdata_adc_data_frame_msg.header.stamp, {'second': 1.0}
error_y, {'meter': 1.0}
myLineAngle, {'radian': 1.0}
initTime, {'second': 1.0}
diff, {'second': 1.0}
pose_x_, {'meter': 1.0}
x_start, {'meter': 1.0}
target_vel_left, {'second': -1.0}
roll, {'radian': 1.0}
test2, {'radian': 1.0}
val, {'radian': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
psi_des, {'second': -1.0}
x, {'meter': 1.0}
vel_old, {'second': -1.0}
bcx, {'meter': 1.0}
x_vals, {'meter': 1.0}
delta_time, {'second': 1.0}
incr, {'second': -1.0, 'meter': 1.0}
q_goal, {'radian': 1.0}
pitch, {'radian': 1.0}
camera_msg.header.stamp, {'second': 1.0}
yaw, {'radian': 1.0}
initial_pos_b, {'meter': 1.0}
mean.theta, {'radian': 1.0}
dt, {'second': 1.0}
r_duty_temp, {'second': -1.0, 'meter': 1.0}
distance, {'meter': 1.0}
numerator, {'meter': 2.0}
header_.stamp, {'second': 1.0}
heading_diff, {'radian': 1.0}
x, {'meter': 1.0}
_angle_to_target, {'radian': 1.0}
rpy.z, {'second': -1.0}
info_left.header.stamp, {'second': 1.0}
curr_x, {'meter': 1.0}
dx, {'meter': 1.0}
dist_y, {'meter': 1.0}
range_scan_min, {'meter': 1.0}
BallAngle, {'radian': 1.0}
angleMax, {'radian': 1.0}
pitch*, {'radian': 1.0}
a, {'radian': 1.0}
sq_dist, {'meter': 2.0}
yP_prec, {'meter': 1.0}
local_elevation_map.header.stamp, {'second': 1.0}
distance, {'meter': 2.0}
heading_diff, {'radian': 1.0}
psi, {'radian': 1.0}
new_angle, {'second': -1.0}
angular_vel, {'second': -1.0}
covarianceRotated, {'second': 1.0}
a2, {'meter': 1.0}
theta, {'radian': 1.0}
acc, {'second': -2.0, 'meter': 1.0}
a1, {'meter': 1.0}
py, {'meter': 1.0}
v, {'radian': 1.0}
roll, {'radian': 1.0}
max_scanBack, {'meter': 1.0}
pt.x, {'meter': 1.0}
vel_x, {'second': -1.0, 'meter': 1.0}
right_z_tmp, {'meter': 1.0}
currentLinearSpeed, {'meter': 1.0}
this.angular_vel.x, {'second': -1.0}
odom_vel_, {'second': -1.0, 'meter': 1.0}
dt, {'second': 1.0}
distance_ref, {'meter': 1.0}
newClosestDist, {'meter': 1.0}
ox, {'meter': 1.0}
pitch*, {'radian': 1.0}
rpq, {'radian': 1.0}
droneRosTSOffset, {'second': 1.0}
range_min_, {'meter': 1.0}
d2, {'meter': 1.0}
x_corner, {'meter': 1.0}
ControllerOutput_.header.stamp, {'second': 1.0}
estimated_vel_kmph.data, {'second': -1.0}
euler_angle_ZYX_Y, {'radian': 1.0}
a, {'radian': 1.0}
g_cam_info_right.header.stamp, {'second': 1.0}
dy, {'meter': 1.0}
right_v, {'second': -1.0}
zA, {'quaternion': 1.0}
m_minRange, {'meter': 1.0}
px, {'meter': 1.0}
secs_s_tot, {'second': 1.0}
now_sec, {'second': 1.0}
ci_.header.stamp, {'second': 1.0}
t, {'second': 1.0}
rot_, {'second': -1.0}
P_dw_new, {'meter': 1.0}
frequency, {'second': -1.0}
trX, {'meter': 1.0}
pitch*, {'radian': 1.0}
delta_rot1_noise, {'radian': 1.0}
incr, {'second': -2.0}
beta_plus, {'radian': 1.0}
ori2, {'radian': 1.0}
tmp, {'radian': 1.0}
res.linear, {'second': -1.0, 'meter': 1.0}
traj_goal.trajectory.header.stamp, {'second': 1.0}
quat.x, {'quaternion': 1.0}
m3, {'meter': 1.0}
retval.theta, {'radian': 1.0}
goal_orient, {'radian': 1.0}
j1, {'radian': 1.0}
actual_turn_axis, {'quaternion': 1.0}
eul, {'radian': 1.0}
psi_des, {'radian': 1.0}
angleS, {'radian': 1.0}
sqr_distance2, {'meter': 2.0}
goal.timeout, {'second': 1.0}
myLineAngle, {'radian': 1.0}
bcx, {'meter': 1.0}
wheel_speed_, {'second': -1.0, 'meter': 1.0}
x, {'meter': 1.0}
tf, {'radian': 1.0}
pitch*, {'radian': 1.0}
wheel_speed_, {'second': -1.0, 'meter': 1.0}
navdata_vision_raw_msg.header.stamp, {'second': 1.0}
avg_diff, {'second': 1.0}
qy, {'quaternion': 1.0}
pose_y, {'meter': 1.0}
pitch*, {'radian': 1.0}
odom_time_begin_, {'second': 1.0}
p, {'meter': 1.0}
c, {'meter': 2.0}
y, {'meter': 1.0}
delta.theta, {'radian': 1.0}
angle, {'radian': 1.0}
dist, {'meter': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
upsilon, {'radian': -1.0}
pitch, {'radian': 1.0}
gy, {'meter': 1.0}
ldata.range_max, {'meter': 1.0}
startX, {'meter': 1.0}
segEndTime, {'second': 1.0}
output, {'second': 1.0}
y2, {'meter': 1.0}
z_pos, {'meter': 1.0}
rCoord.theta, {'radian': 1.0}
c1, {'meter': 2.0}
oerr, {'quaternion': 1.0}
navdata_pressure_raw_msg.header.stamp, {'second': 1.0}
trip_dist_err, {'meter': 1.0}
dx, {'meter': 1.0}
pose_x, {'meter': 1.0}
y, {'meter': 1.0}
image.header.stamp, {'second': 1.0}
x, {'meter': 1.0}
b, {'meter': 1.0}
aa0, {'radian': 1.0}
mag, {'quaternion': 1.0}
cmdRotation, {'second': -1.0}
a, {'radian': 1.0}
time_diff, {'second': 1.0}
bestz, {'meter': 1.0}
segment_length, {'meter': 1.0}
x_tmp, {'meter': 1.0}
beta, {'radian': 1.0}
image_msg.header.stamp, {'second': 1.0}
inlierLikelihood, {'meter': 2.0}
b, {'radian': 1.0}
yaw*, {'radian': 1.0}
delta_y, {'meter': 1.0}
r_w, {'second': -1.0}
yq_prev, {'meter': 1.0}
b, {'radian': 1.0}
info.origin.position.x, {'meter': 1.0}
x*, {'radian': 1.0}
b_, {'quaternion': 1.0}
speedMsg.rotate, {'radian': 1.0}
pitch*, {'radian': 1.0}
yaw, {'radian': 1.0}
robot_pose_vx_, {'second': -1.0}
msg.header.stamp, {'second': 1.0}
cy, {'meter': 1.0}
required_decel, {'second': -1.0, 'meter': 1.0}
pan2A, {'radian': 1.0}
odom_x_, {'meter': 1.0}
lidar_dist_msg.data, {'meter': 1.0}
info_left_.header.stamp, {'second': 1.0}
max_vel, {'second': 1.0}
navdata_time_msg.header.stamp, {'second': 1.0}
orientation_w_, {'quaternion': 1.0}
__ros_log_delayed_throttle__last_hit__, {'second': 1.0}
dy, {'meter': 1.0}
th, {'radian': 1.0}
straight_dist, {'meter': 1.0}
e, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
acy, {'meter': 1.0}
time_expire, {'second': 1.0}
vForce, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
theta, {'radian': 1.0}
v, {'meter': 1.0}
theta_c, {'radian': 1.0}
start_y, {'meter': 1.0}
roll, {'radian': 1.0}
sen.tf.header.stamp, {'second': 1.0}
y*, {'radian': 1.0}
elapsed, {'second': 1.0}
error, {'radian': 1.0}
tzRec, {'meter': 1.0}
m_cmd_data.cmd.cartPos, {'meter': 1.0}
rej_y, {'meter': -0.5}
dt_sec, {'second': 1.0}
minDist, {'meter': 1.0}
sum_x, {'meter': 1.0}
q3, {'radian': 1.0}
theta2, {'radian': 1.0}
alpha, {'radian': 1.0}
vy, {'second': -1.0, 'meter': 1.0}
prev_time, {'second': 1.0}
linear, {'second': -1.0, 'meter': 1.0}
y4, {'meter': 1.0}
motor2.data, {'second': -1.0, 'meter': 1.0}
m_stats.bandwidth, {'second': -1.0}
angle_turned, {'quaternion': 1.0}
pitch, {'radian': 1.0}
range, {'meter': 1.0}
t_range, {'second': 1.0}
vy, {'second': -1.0, 'meter': 1.0}
_elevation, {'radian': 1.0}
robot_position, {'meter': 1.0}
c, {'radian': 1.0}
theta, {'radian': 1.0}
delta_rot1_hat, {'radian': 1.0}
flow_x_ang, {'radian': 1.0}
dist_y, {'meter': 1.0}
interval, {'second': 1.0}
lon_rad, {'radian': 1.0}
dy, {'meter': 1.0}
duration_SLAM_msg.data, {'second': 1.0}
frwsError, {'radian': 1.0}
navdata_vision_perf_msg.header.stamp, {'second': 1.0}
response.poseStamped_IM_current.header.stamp, {'second': 1.0}
navdata_magneto_msg.header.stamp, {'second': 1.0}
time.data, {'second': 1.0}
ratioFront, {'second': 1.0}
dx, {'meter': 1.0}
right_ir_state.timestamp, {'second': 1.0}
a_y, {'meter': 1.0}
psi3, {'radian': 1.0}
wy, {'meter': 1.0}
W_t, {'second': -1.0}
error_y, {'meter': 1.0}
lin_undershoot, {'second': 1.0, 'meter': -1.0}
yEr, {'meter': 1.0}
ugv_yaw, {'radian': 1.0}
r, {'radian': 1.0}
mag_msg.header.stamp, {'second': 1.0}
w2, {'second': 1.0}
v_blw_mps, {'second': -1.0}
transformBefMapped, {'second': -1.0}
xx, {'meter': 2.0}
transversalVelocity, {'second': -1.0, 'meter': 1.0}
ex, {'meter': 1.0}
delta_rot2, {'radian': 1.0}
ITerm, {'second': -2.0, 'meter': 1.0}
vx, {'second': -1.0}
cenx, {'meter': 1.0}
delta_rot1_hat, {'radian': 1.0}
twist_linear, {'second': -1.0, 'meter': 1.0}
time_diff, {'second': 1.0}
acc_w, {'second': -1.0}
yAngle, {'radian': 1.0}
qy, {'quaternion': 1.0}
dt, {'second': 1.0}
alpha, {'radian': 1.0}
image_msg.header.stamp, {'second': 1.0}
d1, {'radian': 1.0}
yPosLeader, {'meter': 1.0}
dt, {'second': 1.0}
ugv_orientation_w, {'quaternion': 1.0}
constant, {'meter': 1.0}
totalWeight, {'second': 1.0}
y, {'meter': 1.0}
dt, {'second': 1.0}
current_yaw_angle, {'radian': 1.0}
delta_y, {'second': 1.0}
q_soln_DH, {'radian': 1.0}
sonar_12, {'meter': 1.0}
dy, {'meter': 1.0}
out_vel, {'second': -1.0}
k2_1, {'quaternion': 1.0}
person_posev, {'meter': 1.0}
dx, {'meter': 1.0}
out, {'radian': 1.0}
yaw_est, {'second': -1.0}
euler_angle_ZYX_X_VH, {'radian': 1.0}
last_angle, {'radian': 1.0}
creation_time, {'second': 1.0}
position_y, {'meter': 1.0}
x, {'meter': 1.0}
myLineAngle, {'radian': 1.0}
geometry_msgs::Vector3&p, {'meter': 1.0}
B, {'meter': 1.0}
timePassed, {'second': 1.0}
dt, {'second': 1.0}
last_arm_command_, {'second': 1.0}
ox, {'quaternion': 1.0}
mst_Xm_P, {'meter': 1.0}
theta5, {'radian': 1.0}
va, {'second': -1.0}
gz_acceleration_, {'second': -1.0}
gridPose.x, {'meter': 1.0}
navdata_adc_data_frame_msg.header.stamp, {'second': 1.0}
frameDistance, {'meter': 1.0}
v, {'second': -1.0, 'meter': 1.0}
ang_vel_, {'second': -1.0}
box_.pose.position.x, {'meter': 1.0}
right_ir_int.data, {'meter': 1.0}
range, {'meter': 1.0}
res.elapsedTime, {'second': 1.0}
Vx_error_old, {'second': -1.0, 'meter': 1.0}
dist_sqr, {'meter': 2.0}
yaw, {'radian': 1.0}
y, {'second': -1.0}
left_y, {'meter': 1.0}
y, {'meter': 1.0}
diff, {'radian': 1.0}
t1, {'radian': 1.0}
y, {'meter': 1.0}
y_disp, {'meter': 1.0}
avg_adapt_dur_, {'second': 1.0}
delta, {'radian': 1.0}
dy, {'meter': 1.0}
theta, {'radian': 1.0}
y1, {'meter': 1.0}
Vysd, {'meter': 1.0}
error, {'meter': 1.0}
q_wrist, {'radian': 1.0}
v4x, {'second': -1.0}
time_total, {'second': 1.0}
current_tp.theta, {'radian': 1.0}
common_fix.longitude, {'degree_360': 1.0}
z_noobst_pos, {'meter': 1.0}
sdy, {'meter': 1.0}
Prop_R_B2ENU_31, {'second': -1.0}
dx, {'meter': 1.0}
lasty, {'meter': 1.0}
roll*, {'radian': 1.0}
constant, {'meter': 1.0}
desAngle, {'radian': 1.0}
cur_rv, {'second': -1.0}
move_yaw, {'radian': 1.0}
move.theta, {'radian': 1.0}
val, {'radian': 1.0}
roll, {'radian': 1.0}
a_max, {'radian': 1.0}
yaw_, {'radian': 1.0}
rollControlGain, {'second': -1.0, 'meter': 1.0}
angle_, {'radian': 1.0}
x, {'meter': 1.0}
min_range, {'meter': 1.0}
wallTimeSinceStart, {'second': 1.0}
theta1, {'radian': 1.0}
yaw, {'radian': 1.0}
angle_sum, {'radian': 1.0}
rawLatitude, {'degree_360': 1.0}
a, {'radian': 1.0}
soln2, {'radian': 1.0}
delta, {'radian': 1.0}
arPoseMarkers_.header.stamp, {'second': 1.0}
qy, {'quaternion': 1.0}
dist_goal, {'meter': 1.0}
sc, {'radian': 1.0}
orientation_w_, {'quaternion': 1.0}
speedR, {'second': -1.0}
leftWheel, {'second': -1.0, 'meter': 1.0}
ang_a, {'radian': 1.0}
atan2_ones, {'radian': 1.0}
rot_, {'second': -1.0}
feedback.current_pos.x, {'meter': 1.0}
max_v_inc, {'second': 1.0}
ox, {'meter': 1.0}
point.x, {'meter': 1.0}
BallToTargetAngle, {'radian': 1.0}
C, {'meter': 2.0}
py, {'meter': 1.0}
Theta, {'radian': 1.0}
result.position.x, {'meter': 1.0}
dx, {'meter': 1.0}
actual_pos_tilt_, {'second': 1.0}
orientation, {'second': 1.0}
rot_, {'second': -1.0}
delta_time, {'second': 1.0}
th_dot, {'second': -1.0}
left_z_tmp, {'meter': 1.0}
tmp2, {'radian': 1.0}
rollVel, {'radian': 1.0}
q_soln_DH, {'radian': 1.0}
vr, {'second': -1.0}
left_shoulder_angle_yaw, {'radian': 1.0}
pre_err_x, {'meter': 1.0}
resultant_angle, {'radian': 1.0}
delta, {'radian': 1.0}
theta, {'radian': 1.0}
info.header.stamp, {'second': 1.0}
new_x, {'meter': 1.0}
theta, {'radian': 1.0}
qw, {'quaternion': 1.0}
motor_.force, {'second': -2.0, 'meter': 2.0, 'kilogram': 1.0}
angulo, {'radian': 1.0}
pitchControlGain, {'second': -1.0, 'meter': 1.0}
force_mag, {'meter': -3.0}
time2, {'second': 1.0}
angle, {'radian': 1.0}
left_pwm, {'second': -1.0, 'meter': 1.0}
min_z, {'meter': 1.0}
turtle_velocity.linear, {'second': -1.0, 'meter': 1.0}
response.start_time, {'second': 1.0}
pitch, {'radian': 1.0}
xC1, {'meter': 1.0}
quat_z, {'quaternion': 1.0}
max_x*, {'meter': 1.0}
bag_elapsed, {'second': 1.0}
psi, {'quaternion': 1.0}
Vx_t, {'second': -1.0, 'meter': 1.0}
current_state, {'meter': 1.0}
angular_accel, {'second': -2.0, 'meter': 1.0}
delta_rot1_noise, {'radian': 1.0}
dist, {'meter': 1.0}
delta_rot1, {'radian': 1.0}
y_start, {'meter': 1.0}
m_angles.coeffRef, {'radian': 1.0}
angle3*, {'radian': 1.0}
theta, {'radian': 1.0}
z, {'meter': 1.0}
c.clock.nsec, {'second': 1.0}
dynamics.header.stamp, {'second': 1.0}
dt, {'second': 1.0}
movement, {'second': -1.0}
x_1, {'meter': 1.0}
right_.data, {'second': -1.0}
effort_cmd_srv_msg_1.request.duration, {'second': 1.0}
global_angle, {'radian': 1.0}
AnkleAngle, {'radian': 1.0}
DistanceDiffnew, {'meter': 1.0}
rotation, {'radian': 1.0}
rmDrive, {'second': -1.0, 'meter': 1.0}
yaw, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
start_time, {'second': 1.0}
acy, {'meter': 1.0}
delta.theta, {'radian': 1.0}
joy_orientation, {'radian': 1.0}
soln2, {'radian': 1.0}
secs_end_RRT, {'second': 1.0}
cy, {'meter': 1.0}
dt, {'second': 1.0}
roll, {'radian': 1.0}
left_y_tmp, {'meter': 1.0}
poseTmp.stamp_, {'second': 1.0}
pan2B, {'radian': 1.0}
orientation_w_, {'quaternion': 1.0}
obsMag, {'meter': 1.0}
homog_matrix, {'quaternion': 2.0}
dist1, {'meter': 1.0}
th, {'radian': 1.0}
truth_path.x, {'meter': 1.0}
delta.theta, {'radian': 1.0}
yaw, {'second': 1.0}
hipot_, {'meter': 1.0}
y_max, {'meter': 1.0}
vector_angle, {'radian': 1.0}
PreRobotPose, {'meter': 1.0}
pitch, {'radian': 1.0}
info_right_.header.stamp, {'second': 1.0}
pt.x, {'meter': 1.0}
RightMotorSpeed, {'second': -1.0, 'meter': 1.0}
p, {'radian': 1.0}
directionRobot, {'radian': 1.0}
cmdL.commanded_velocity, {'second': -1.0, 'meter': 1.0}
vTrans, {'meter': 1.0}
v_hat, {'second': -1.0, 'meter': 1.0}
beta, {'radian': 1.0}
min_disparity, {'meter': 1.0}
V, {'second': 1.0}
roll*, {'radian': 1.0}
k, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
tt, {'second': 1.0}
point_target_angle, {'radian': 1.0}
vy, {'second': -1.0}
y_vec, {'meter': 1.0}
r, {'meter': 1.0}
initTime, {'second': 1.0}
count_time, {'second': 1.0}
yr, {'meter': 1.0}
last_hit, {'second': 1.0}
x_error, {'meter': 1.0}
acos_term, {'radian': 1.0}
angle, {'radian': 1.0}
vec, {'meter': 1.0}
power_msg.header.stamp, {'second': 1.0}
distance, {'meter': 1.0}
ry, {'radian': 1.0}
r, {'second': -1.0}
origin, {'meter': 1.0}
at, {'radian': 1.0}
acx, {'meter': 1.0}
p, {'meter': 1.0}
k, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
p, {'radian': 1.0}
bearing, {'radian': 1.0}
dt, {'second': 1.0}
window, {'second': 1.0}
pitch*, {'radian': 1.0}
mean.theta, {'radian': 1.0}
ydist, {'meter': 1.0}
imuShiftZStart, {'second': 1.0}
delta_th, {'second': 1.0}
Fx, {'meter': 1.0}
Ft, {'second': 1.0}
th, {'radian': 1.0}
current_linear_velocity, {'second': -2.0, 'meter': 1.0}
rz, {'meter': 1.0}
d, {'second': -1.0}
feedback_.progress, {'quaternion': 1.0}
dist_sqr, {'meter': 2.0}
vl, {'second': -1.0}
pitch, {'second': -1.0, 'meter': 1.0}
r, {'radian': 1.0}
angle_of_opening, {'radian': 1.0}
acy, {'meter': 1.0}
MA, {'second': -1.0, 'meter': 1.0}
angle, {'radian': 1.0}
dx, {'meter': 1.0}
a_th, {'second': -2.0}
waypoints_info.mission_time, {'second': 1.0}
image_msg.header.stamp, {'second': 1.0}
pan4B, {'radian': 1.0}
rawAltitude, {'meter': 1.0}
quat_z, {'quaternion': 1.0}
p_x, {'meter': 1.0}
ranges, {'meter': 1.0}
x, {'meter': 1.0}
sfl_, {'radian': 1.0}
wpz, {'meter': 1.0}
NewValue_y, {'meter': 1.0}
min_x, {'meter': 1.0}
t, {'second': 1.0}
navdata_magneto_msg.header.stamp, {'second': 1.0}
Q_norm_current_diff, {'quaternion': 1.0}
bcy, {'meter': 1.0}
theta, {'radian': 1.0}
l1, {'second': -1.0, 'meter': 1.0}
angle, {'radian': 1.0}
g_y_gps, {'meter': 1.0}
phi, {'radian': 1.0}
angle, {'radian': 1.0}
oz, {'meter': 1.0}
yaw, {'radian': 1.0}
a, {'meter': 1.0}
delta_rot2_noise, {'radian': 1.0}
pan3B, {'radian': 1.0}
P_dw_new, {'meter': 1.0}
tiempo_inicial, {'second': 1.0}
accRoll, {'radian': 1.0}
cluster.header.stamp, {'second': 1.0}
t_previous, {'second': 1.0}
q_s0_ctr, {'radian': 1.0}
norm_v1, {'meter': 2.0}
B, {'meter': 1.0}
angleoffset, {'radian': 1.0}
t_sync, {'meter': 1.0}
pf_Start, {'second': 1.0}
elapsed, {'second': 1.0}
y_, {'second': -1.0, 'meter': 1.0}
q5, {'radian': 1.0}
angle, {'radian': 1.0}
th, {'second': 1.0}
x, {'meter': 1.0}
posX, {'meter': 1.0}
theta, {'radian': 1.0}
psi_b, {'radian': 1.0}
x, {'meter': 1.0}
cur_mtm_effort, {'second': -2.0, 'meter': 2.0, 'kilogram': 1.0}
Secs_CastRay, {'second': 1.0}
lastTimeStamp, {'second': 1.0}
total_dura, {'second': 1.0}
ob_x, {'meter': 1.0}
epvant, {'second': -1.0}
x_end, {'meter': 1.0}
mean.theta, {'radian': 1.0}
ekf_time_begin_, {'second': 1.0}
theta_min, {'radian': 1.0}
oz, {'meter': 1.0}
delta, {'radian': 1.0}
pi, {'radian': 1.0}
d1, {'radian': 1.0}
yCent, {'meter': 1.0}
P_dw_new, {'meter': 1.0}
time, {'second': 1.0}
theta2, {'radian': 1.0}
dy, {'meter': 1.0}
current_velocity_x, {'second': -1.0}
map_.map.header.stamp, {'second': 1.0}
SIGMA2_, {'meter': 1.0}
y, {'meter': 1.0}
dth, {'radian': 1.0}
pi, {'radian': 1.0}
yy, {'second': 1.0}
dx, {'meter': 1.0}
check, {'meter': 2.0}
robotVelocity.angle, {'radian': 1.0}
dy, {'meter': 1.0}
y1_from, {'meter': 1.0}
angle, {'radian': 1.0}
yaw*, {'radian': 1.0}
dDistanceToSegment, {'meter': 1.0}
cisstData.Position.Translation.X, {'meter': 1.0}
start_time, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
diff, {'second': 1.0}
transpt.header.stamp, {'second': 1.0}
lft_temp_r, {'meter': 1.0}
lCoord.theta, {'radian': 1.0}
obstacle.x, {'meter': 1.0}
force, {'meter': -1.0}
last_hit, {'second': 1.0}
map_.map.header.stamp, {'second': 1.0}
distMin, {'meter': 1.0}
integral_lin, {'second': 1.0}
image.header.stamp, {'second': 1.0}
y, {'meter': 1.0}
ow, {'quaternion': 1.0}
y_diff, {'meter': 1.0}
delta.theta, {'radian': 1.0}
range_min, {'meter': 1.0}
radius, {'meter': 1.0}
dt, {'second': 1.0}
v, {'radian': 1.0}
B, {'meter': 1.0}
desired_direction, {'radian': 1.0}
abs_new_force, {'second': -2.0, 'kilogram': 1.0, 'meter': 2.0}
i, {'second': 1.0}
Current_x, {'degree_360': 1.0}
lineRTheta, {'radian': 1.0}
theta, {'radian': 1.0}
dt, {'second': 1.0}
Secs_tmp, {'second': 1.0}
image_msg.header.stamp, {'second': 1.0}
vec_desp.x, {'meter': 1.0}
highest, {'meter': 1.0}
GPSData_.header.stamp, {'second': 1.0}
true_pose_path.header.stamp, {'second': 1.0}
desiredX, {'quaternion': 1.0}
range_max, {'meter': 1.0}
time_diff, {'second': 1.0}
sec, {'second': 1.0}
w, {'second': -1.0}
previous_valid_range, {'meter': 1.0}
x_acc, {'meter': 1.0}
segStartTime, {'second': 1.0}
ugv_pose_y, {'meter': 1.0}
tf::Vector3&p, {'meter': 1.0}
delta_rot2_noise, {'radian': 1.0}
y, {'second': 1.0}
pitch, {'radian': 1.0}
dt, {'second': 1.0}
duration, {'second': 1.0}
x, {'second': 1.0}
Vl_a, {'second': -1.0, 'meter': 1.0}
q.x, {'quaternion': 1.0}
dy, {'meter': 1.0}
x_end, {'meter': 1.0}
Q_norm_camera_diff, {'quaternion': 1.0}
navdata_altitude_msg.header.stamp, {'second': 1.0}
theta, {'radian': 1.0}
velocity_estimate_right_, {'second': -1.0}
time, {'second': 1.0}
sum, {'meter': 1.0}
gamma, {'radian': 1.0}
vec_y_k, {'meter': 1.0}
th, {'second': 1.0}
pitch*, {'radian': 1.0}
x_0, {'degree_360': 1.0}
alpha, {'radian': 1.0}
this.y_pos_, {'meter': 1.0}
movement, {'meter': 1.0}
trajectory_.trajectory.header.stamp, {'second': 1.0}
info.header.stamp, {'second': 1.0}
diff, {'radian': 1.0}
velocity_.header.stamp, {'second': 1.0}
image.header.stamp, {'second': 1.0}
minAngle, {'radian': 1.0}
v4, {'second': -1.0}
odom_omega_, {'second': -1.0}
y2, {'meter': 1.0}
markers_msg.header.stamp, {'second': 1.0}
Segment::end_time, {'second': 1.0}
theta, {'radian': 1.0}
z_prev, {'meter': 1.0}
ranges, {'meter': 1.0}
pitch, {'radian': 1.0}
avg, {'second': 1.0}
Result, {'radian': 1.0}
T4P.data, {'second': 1.0}
Val, {'radian': 1.0}
prev_x, {'meter': 1.0}
oy, {'radian': 1.0}
acx, {'meter': 1.0}
ox, {'meter': 1.0}
msg.time, {'second': 1.0}
test.corrected_imu_x, {'second': -2.0, 'meter': 1.0}
theta, {'radian': 1.0}
t_plus_dip, {'second': -0.5, 'meter': 1.0}
navdata_magneto_msg.header.stamp, {'second': 1.0}
gimbal_msg.header.stamp, {'second': 1.0}
lineOrientation, {'radian': 1.0}
yaw*, {'radian': 1.0}
Ou, {'radian': 1.0}
relativeVectorY, {'meter': 1.0}
x, {'meter': 1.0}
temperature, {'degree_celsius': 1.0}
y, {'meter': 1.0}
pos_y, {'meter': 1.0}
